assembly_name,neighbor_1,sim_1,neighbor_2,sim_2,neighbor_3,sim_3,neighbor_4,sim_4,neighbor_5,sim_5
21612_e2981dae,21615_f2ecc6e8,1.0,21614_5d6afa62,1.0,21610_5dcf1187,1.0,21619_19435db0,1.0,21613_d57e983a,1.0
21785_d595ced5,21761_fdb5f86d,1.0,20810_f6674f2d,0.999999,22653_58d6287d,0.999999,21265_7329c813,0.999999,20741_c337946f,0.999998
21175_85118898,21793_4ad5e2c0,0.999999,22895_4533b542,0.999991,20958_94222947,0.99999,23103_66470b7e,0.999989,20908_10574fbf,0.999982
20163_3742f394,19810_f77c5501,0.999276,21700_28d193ac,0.999226,23041_8d3ea25c,0.999071,21601_360ce1c7,0.998641,21621_711e1918,0.998541
22002_315afcfc,22341_0f9c52ed,0.999952,22776_facf9bcf,0.999937,20141_b9376856,0.999837,23373_f5dac851,0.999819,22461_0ba0e480,0.999678
22162_439af02a,23128_cb135b1b,0.999996,21377_19909a40,0.999995,20743_c8ea8159,0.999981,23366_cc0bc28e,0.999968,21706_adfb2ece,0.999959
21656_964b0c84,20260_4a01a99d,0.998357,21005_9feee615,0.995837,20287_072b5bf6,0.993559,21580_b8b2571b,0.9935,20165_2b088be5,0.990235
23369_447545f6,22074_c0265b0d,0.999992,22895_4533b542,0.999991,20908_10574fbf,0.999981,21175_85118898,0.999975,23238_3c864758,0.999967
20141_b9376856,22776_facf9bcf,0.999912,22002_315afcfc,0.999837,22341_0f9c52ed,0.999714,23373_f5dac851,0.999667,22461_0ba0e480,0.999602
23103_43bde2a6,21665_2e14b6ff,0.999982,20990_0a226634,0.999959,20429_419c4cdd,0.999957,20989_885bd9b9,0.999946,20216_89b90993,0.999944
21384_b9774b93,21448_5646a1b6,0.999982,21603_98a15295,0.999971,20609_69f28932,0.999904,22236_db209dff,0.99986,21564_fa5b2db7,0.999837
20239_49b65a55,21048_75cc125c,0.999701,20440_27177360,0.999645,20157_db99ab88,0.999522,21858_f1409ea2,0.999241,23331_192866b6,0.999126
21424_9d516e3a,21275_c8049742,0.999975,23374_57cca189,0.999948,21706_adfb2ece,0.999929,20743_c8ea8159,0.999929,21600_0027c6fc,0.999916
21551_c6c2d516,22421_19401bdd,0.999745,22894_5f7c276d,0.999648,23101_6aec02ee,0.999589,20421_0fd51709,0.999587,23329_6939d5d9,0.999557
20940_9777847c,23244_34b5f55e,0.999988,23218_02d26ab4,0.999964,23236_d5867507,0.999901,22043_041e1b7c,0.999889,23211_3aac9c7e,0.999775
23451_14c8d09e,22612_28fe0ac2,0.999967,23049_207a41f0,0.999952,20505_017d4cc4,0.999819,20688_955aae0c,0.999685,22778_7d85debd,0.9995
21037_62248d34,22057_4947db57,0.999909,22892_68138f24,0.999894,20682_e208cc63,0.999869,22047_5a090f16,0.999845,22241_535ad84b,0.999828
21817_945cd3c9,21358_a69a36f3,0.999988,20511_e1b972aa,0.999954,23035_6087bb57,0.999945,20329_414757bb,0.999902,22826_199df203,0.999883
23283_fadf3820,22251_88fd728c,0.999863,23379_636204a6,0.999858,23313_210c6783,0.999712,22334_677d00e0,0.999475,23026_e6f08109,0.999437
23323_075a079e,22341_0f9c52ed,0.999772,20232_e5b060d9,0.999732,23245_ccd099b6,0.999707,21528_a5d5490f,0.999703,21912_3f74887c,0.999703
23172_4ab01e83,21794_4d137e7d,0.999966,23213_3df3cb34,0.999957,22710_77324fc2,0.999952,21549_18160a0a,0.999945,20322_daa5c577,0.999932
21762_90d34d16,21580_b8b2571b,0.99731,19051_26735260,0.997051,20287_072b5bf6,0.996547,21809_8bd6b10e,0.995735,20260_4a01a99d,0.993332
22612_28fe0ac2,23451_14c8d09e,0.999967,23049_207a41f0,0.999947,20505_017d4cc4,0.999866,20688_955aae0c,0.999784,22778_7d85debd,0.999659
22535_0ba01cc9,22056_79373464,0.999595,21986_67c5509a,0.999131,22491_a33562ad,0.998311,22199_8ec9eeb2,0.99716,23466_1cf60d09,0.996856
21715_53df62c9,22891_b8c84495,0.999997,20813_726b2714,0.999995,23103_66470b7e,0.999986,21634_e5e20375,0.999985,21573_31a18ad0,0.999985
22283_36ba29c9,21564_fa5b2db7,0.999991,22236_db209dff,0.999948,21825_ce32b0a0,0.999839,20822_5bb36119,0.999827,22508_6bb410af,0.999825
20620_8a5226b4,22576_d05619d1,0.999977,20926_4c0f33f6,0.9994,20225_4ce6d59b,0.999199,21692_777db9e2,0.998934,21490_d07ff9f8,0.998597
20329_414757bb,22826_199df203,0.999976,23476_705b76d1,0.999974,20676_9715ec9c,0.999964,23434_6635ed57,0.999946,20511_e1b972aa,0.99993
22377_d490f505,23265_07de6a0b,0.999946,20495_e8e7e80c,0.999928,23039_b3d04774,0.999922,21469_abec26c4,0.999919,22224_1e749c32,0.999907
22492_047b125b,21741_c6faf98e,0.998305,23204_ff1672a9,0.993202,22076_20e8a107,0.992232,22079_31335df2,0.99059,7778_3a9748b3,0.986438
22402_a62e84b4,22405_20f11d58,0.999914,20668_b2f2633e,0.998806,21739_57582b8f,0.997985,22764_b884dce6,0.997293,21093_1bda9bbe,0.997251
20287_072b5bf6,21762_90d34d16,0.996547,20260_4a01a99d,0.996323,21656_964b0c84,0.993559,21580_b8b2571b,0.993504,20165_2b088be5,0.993326
20810_f6674f2d,21761_fdb5f86d,0.999999,20910_c64b5d1b,0.999999,21785_d595ced5,0.999999,22653_58d6287d,0.999997,21265_7329c813,0.999997
22049_4da0d894,20990_0a226634,0.999914,20989_a261efa3,0.999908,21961_1a090a8b,0.999898,20807_88c198d5,0.999863,21478_8fbd4409,0.999859
20758_cdccf572,20970_d20c6c35,0.999917,23221_42f37ae3,0.999678,21467_67965037,0.999587,22095_af226cbc,0.99955,21176_b5c72bfb,0.999491
22681_124bf3a9,22577_cd96733e,0.999892,23435_e1c96b4d,0.999888,20414_a33bd0d7,0.999887,23354_8182b4eb,0.999869,22066_308cdcfe,0.999868
21690_5d1f3475,23439_18900af2,0.999991,23239_ba13cf5e,0.999989,22349_6f67a96e,0.999987,23021_047d1f8a,0.999983,22746_920025a0,0.999983
20546_87dbd755,21647_6b6cca6f,0.996661,22717_08784417,0.995057,22415_658c81dd,0.987042,20799_213bf924,0.978517,23511_8651ac1f,0.973821
22092_897b0ffa,20989_d1b8b0f8,0.999847,20940_9777847c,0.999748,23244_34b5f55e,0.999704,23218_02d26ab4,0.999685,20232_e5b060d9,0.999663
20991_6795af4f,21300_ec7da33e,0.999341,23377_690165aa,0.999263,23217_7c6062e3,0.999259,22421_19401bdd,0.998934,21134_7aa7cd89,0.998908
23049_207a41f0,23451_14c8d09e,0.999952,22612_28fe0ac2,0.999947,20505_017d4cc4,0.999876,20688_955aae0c,0.999711,22778_7d85debd,0.99963
22533_e7298b05,23144_88ca00a5,0.995922,23195_2629864e,0.991761,21580_b8b2571b,0.989659,21656_964b0c84,0.98581,20260_4a01a99d,0.985118
22638_37f9fe91,22654_4c426b0f,0.999818,22414_14ead4a3,0.99981,21836_5bc91e49,0.999306,20502_58b65de9,0.999274,20758_cdccf572,0.999152
21617_ddd3657b,21613_d57e983a,1.0,21619_19435db0,1.0,21614_5d6afa62,1.0,21612_e2981dae,1.0,21610_5dcf1187,1.0
21858_f1409ea2,20440_27177360,0.999894,21365_ab403591,0.999874,21503_34f299ca,0.999683,23331_192866b6,0.999555,22372_e91792a1,0.999458
21028_d4d30a2e,20319_9f53cd7c,0.99925,22534_e899f645,0.998926,20899_a8d7c6d5,0.998457,23176_1bf2a2d5,0.998397,23493_57512264,0.998244
21541_abc67be6,23130_7417d5b3,0.999161,21091_bbf490e7,0.999079,21153_a2fb81fe,0.998835,23002_4d53fb3f,0.998682,21035_d308c5c4,0.998368
22826_199df203,23476_705b76d1,0.999979,20329_414757bb,0.999976,20322_daa5c577,0.999971,20676_9715ec9c,0.999955,23434_6635ed57,0.99995
22227_aca28ff2,23215_08a54de0,0.999999,20193_2da4f0a0,0.999979,22862_f5406bb0,0.999969,22374_aa5bb54d,0.999965,20341_6a1588fb,0.999965
22902_83870421,22668_9c30f6c0,0.999999,22907_ff18dbd5,0.999999,21806_616e985a,0.999999,21062_c4ed6d45,0.999999,21047_60d69af3,0.999998
21665_2e14b6ff,20429_419c4cdd,0.99999,20807_88c198d5,0.999984,23103_43bde2a6,0.999982,20989_a261efa3,0.999951,20990_0a226634,0.999929
20813_726b2714,22891_b8c84495,0.999999,21051_5d118b91,0.999995,21715_53df62c9,0.999995,21634_e5e20375,0.999993,21573_31a18ad0,0.999985
20429_4c909f3f,20466_4b3e5186,0.999999,20426_79358492,0.999998,20409_dafedec6,0.999997,23199_75dc1efd,0.999996,22839_113f2990,0.999995
23373_f5dac851,22776_facf9bcf,0.999896,22002_315afcfc,0.999819,21009_907a2a95,0.999776,22341_0f9c52ed,0.999675,20141_b9376856,0.999667
21794_4d137e7d,23172_4ab01e83,0.999966,23213_3df3cb34,0.99995,23174_8ef93daf,0.999932,22710_77324fc2,0.999911,23008_3d1bb7b2,0.999901
22065_0d414124,22211_b1ee53f0,0.999074,22306_c3dca308,0.998442,21697_06656699,0.998312,22652_dc7405ef,0.998231,23419_ea47995f,0.997861
22224_1e749c32,22729_232da678,0.999943,21469_abec26c4,0.999941,23341_d5ead6d2,0.999916,20281_a29f9a18,0.999915,22062_2d6b3b72,0.99991
22047_5a090f16,21037_62248d34,0.999845,22241_535ad84b,0.999844,22136_a539c50b,0.999804,21862_ec534e16,0.999775,22057_4947db57,0.999766
20952_b8a54213,21582_a3d32115,0.970028,21236_b696e901,0.963984,21421_fb12b69b,0.956185,22430_c6f08b03,0.942304,21244_24c3ce72,0.942053
21490_d07ff9f8,22706_58a933f4,0.999577,21831_54ca67d1,0.99951,20926_4c0f33f6,0.999499,22399_97987ada,0.999469,23259_d655fcc1,0.999467
23041_8d3ea25c,19810_f77c5501,0.999788,21601_360ce1c7,0.999106,20163_3742f394,0.999071,22980_3cb3bcc8,0.998551,23322_8f85d82d,0.998098
22241_535ad84b,21810_718ae2fe,0.99991,22892_68138f24,0.999859,22047_5a090f16,0.999844,22057_4947db57,0.999837,21037_62248d34,0.999828
23022_86e6a8a0,20838_86c931be,0.999998,23250_aa321310,0.999998,21495_ebbbd369,0.999998,21062_c4ed6d45,0.999998,23351_6104d55d,0.999997
23053_139f2009,21991_ab98f156,0.994648,23495_6366269c,0.991264,23251_3eb3d2e6,0.991135,23161_e7f63a9f,0.985288,20533_0a3e112b,0.984215
23037_d0df320c,22561_067b78ae,0.999971,22983_0ab3faaf,0.999969,22762_dcbdd14d,0.999936,21271_ec7f62b8,0.99993,21186_d1698d8c,0.999921
22416_4cd31921,22893_eb8aa8ac,0.999893,23259_d655fcc1,0.999846,22365_a4eb929c,0.999828,22399_97987ada,0.999824,20680_b095cb77,0.999797
21391_78fc6345,23341_d5ead6d2,0.99998,21469_abec26c4,0.999932,23265_07de6a0b,0.999929,23039_b3d04774,0.999919,20186_f66e4ad3,0.999909
21134_7aa7cd89,23377_690165aa,0.999521,21300_ec7da33e,0.999121,22894_5f7c276d,0.998908,20991_6795af4f,0.998908,22027_11a2e852,0.998861
21700_28d193ac,20163_3742f394,0.999226,21601_360ce1c7,0.998935,21153_a2fb81fe,0.998918,20421_38b63ca5,0.99851,19810_f77c5501,0.998418
