assembly_name,neighbor_1,hybrid_sim_1,neighbor_2,hybrid_sim_2,neighbor_3,hybrid_sim_3,neighbor_4,hybrid_sim_4,neighbor_5,hybrid_sim_5
23251_3eb3d2e6,23495_6366269c,0.999778,22910_97f0cc18,0.99812,20765_99d0665e,0.996791,22081_ab3124af,0.994931,22827_f33929ec,0.994759
23252_ef165bed,23480_3f7a8d50,0.99964,23045_a8c4e4bc,0.999584,22251_88fd728c,0.999038,23283_fadf3820,0.998991,23475_b14d1dc8,0.998766
23258_87a2ba81,20737_5249e274,0.919534,23310_7daded69,0.918162,20745_3e22ad07,0.916564,21204_96d26a7f,0.91544,21685_93737a7a,0.909124
23259_d655fcc1,22365_a4eb929c,0.999976,22761_ca309655,0.999949,21828_21ab2114,0.999931,21840_6847d36c,0.999904,21831_54ca67d1,0.999883
23265_07de6a0b,22377_d490f505,0.999967,20951_2918f2fa,0.999933,20803_473c87ac,0.999932,23215_08a54de0,0.999919,22374_aa5bb54d,0.999899
23271_f833d903,23235_f9ccb8b0,0.998433,22413_901f5867,0.998246,23195_2629864e,0.99491,21582_a3d32115,0.990332,22298_51433023,0.990081
23273_8f301ce3,22306_c3dca308,0.918809,22211_b1ee53f0,0.918759,22065_0d414124,0.917639,23419_ea47995f,0.914313,22028_776fbf0d,0.909094
23282_a1b17daa,23123_f35404c4,0.994272,22298_51433023,0.991278,23235_f9ccb8b0,0.990882,23226_8d1b5098,0.990091,22581_406c16c4,0.989766
23283_fadf3820,22251_88fd728c,0.999918,23379_636204a6,0.999915,23313_210c6783,0.999827,23252_ef165bed,0.998991,23045_a8c4e4bc,0.998953
23305_2662b29a,22852_dc1dbed6,0.989411,21592_c5e77a82,0.982098,21856_f84d9348,0.981922,22017_6d3be48d,0.964569,21282_b2d83538,0.948642
23308_245d257c,22134_5e72e871,0.999989,21377_19909a40,0.99998,23128_cb135b1b,0.999972,22162_439af02a,0.999969,21706_adfb2ece,0.999966
23309_76dcf100,22894_5f7c276d,0.999766,21182_a480d230,0.999629,23233_ac09e2e5,0.999412,21697_06656699,0.999235,22419_dfeb5d33,0.999159
23310_7daded69,21204_96d26a7f,0.997985,20737_5249e274,0.997133,22428_c1ffa51a,0.995653,21924_bbd9f7a9,0.994726,23378_8d6426ae,0.993098
23311_ad36a9ec,22058_71feafda,1.0,21581_8f948e0b,0.999999,22843_cb38a007,0.999998,22843_ff77027f,0.999998,21781_5985da6d,0.999996
23313_210c6783,23379_636204a6,0.999933,23283_fadf3820,0.999827,22251_88fd728c,0.999695,20735_fb18051a,0.998565,23045_a8c4e4bc,0.998349
23318_65e3a7c9,21513_50fb4d62,0.919957,22045_ead71aca,0.919935,22059_b7d76712,0.919931,20892_b1f89c8d,0.919913,22729_232da678,0.919899
23320_e0711ae9,20609_69f28932,0.999964,22678_ff42f120,0.999943,21386_e234c6b6,0.999862,23037_d0df320c,0.999834,22983_0ab3faaf,0.999812
23321_c9497b79,22227_aca28ff2,0.996735,21599_80057f94,0.995352,22746_920025a0,0.995126,23369_447545f6,0.995123,21615_f2ecc6e8,0.995085
23322_8f85d82d,22040_6461a147,0.919743,20182_71b9e491,0.919641,22778_7d85debd,0.919529,22612_28fe0ac2,0.919479,20505_017d4cc4,0.919446
23323_075a079e,23245_ccd099b6,0.919824,21185_ac5324ba,0.919581,22218_2f85f6ae,0.918688,21695_1f33863f,0.918303,20504_c9e14c9d,0.917885
23329_6939d5d9,20697_d3e106b4,0.91999,20421_0fd51709,0.91997,20643_71ad3d26,0.919924,22417_4a15d62e,0.919911,22168_a84560a9,0.919864
23331_192866b6,21503_34f299ca,0.999972,21365_ab403591,0.9998,23028_2ca87745,0.999764,21837_b67d788c,0.999763,22680_1f4026f6,0.999752
23339_87a4d11f,23387_c4aa9424,0.999997,23435_e1c96b4d,0.999965,22064_e1ba20dd,0.999963,21353_4686c90c,0.999959,22589_2c8f7c0b,0.999919
23341_d5ead6d2,21469_abec26c4,0.919991,21391_78fc6345,0.919988,23265_07de6a0b,0.919984,20186_f66e4ad3,0.919969,23039_b3d04774,0.919961
23342_7193a931,22837_7644c972,0.919918,21976_807c9b26,0.91986,22747_3f6faf4c,0.919828,22073_951645ae,0.919805,22131_6b4b60f8,0.919772
23343_f000bdae,21615_f2ecc6e8,0.99993,22746_920025a0,0.999877,22227_aca28ff2,0.999792,23369_447545f6,0.999726,21599_80057f94,0.998081
23351_6104d55d,21495_ebbbd369,1.0,22844_9b75b8e0,0.999998,23022_86e6a8a0,0.999998,23403_e539620b,0.999998,21630_316322ff,0.999998
23354_8182b4eb,22681_124bf3a9,0.999921,23238_3c864758,0.999852,22074_c0265b0d,0.999802,21600_0027c6fc,0.999762,20815_b3d9e6c9,0.999725
23363_60e39812,21009_907a2a95,0.999172,23132_1847c4ef,0.999048,21528_a5d5490f,0.998928,22474_b10fea1a,0.998182,22002_315afcfc,0.99806
23366_cc0bc28e,21715_53df62c9,0.999984,21600_0027c6fc,0.999966,22074_c0265b0d,0.999954,23238_3c864758,0.999932,22062_2d6b3b72,0.999764
23368_648717d8,22630_b6010fff,0.913474,22082_39503fa6,0.910967,21164_de08f61e,0.908708,22017_6d3be48d,0.907254,23414_f7d4a688,0.906849
23369_447545f6,22746_920025a0,0.999918,21615_f2ecc6e8,0.999898,22227_aca28ff2,0.999728,23343_f000bdae,0.999726,21599_80057f94,0.99896
23372_4cb88567,20505_017d4cc4,0.999006,22612_28fe0ac2,0.998966,21224_18ba4aba,0.998854,23451_14c8d09e,0.998696,22072_5163223a,0.998656
23373_f5dac851,22776_facf9bcf,0.919938,22002_315afcfc,0.919891,21009_907a2a95,0.919865,22341_0f9c52ed,0.919805,20141_b9376856,0.9198
23374_57cca189,21275_c8049742,0.91998,21424_9d516e3a,0.919969,23308_245d257c,0.919949,20520_7e357152,0.919941,21706_adfb2ece,0.91994
23376_9b48819a,20870_dedaef5b,0.91065,21926_b4c7068b,0.90825,21519_3e869afd,0.897457,21450_ea24ffcc,0.893675,20746_57a7b346,0.891466
23377_690165aa,21300_ec7da33e,0.999881,22421_19401bdd,0.999563,21977_ce9f4e71,0.999374,22894_5f7c276d,0.999112,23168_7fdf5427,0.999065
23378_8d6426ae,22278_12f1fb79,0.999578,22428_c1ffa51a,0.999536,21924_bbd9f7a9,0.998854,23154_7c74d190,0.998646,21805_2ba39d00,0.998458
23379_636204a6,23313_210c6783,0.999933,23283_fadf3820,0.999915,22251_88fd728c,0.999894,23252_ef165bed,0.998644,23045_a8c4e4bc,0.99848
23380_abffc859,23120_f7c9092f,0.998755,23313_210c6783,0.99793,23379_636204a6,0.997915,22251_88fd728c,0.997482,23283_fadf3820,0.997218
23387_c4aa9424,23339_87a4d11f,0.999997,22064_e1ba20dd,0.999972,23435_e1c96b4d,0.999953,21353_4686c90c,0.999942,21274_2fb8c3f5,0.999923
23403_e539620b,22142_7891a26a,1.0,20804_0dcacc66,0.999999,21119_4f5c95a6,0.999998,23351_6104d55d,0.999998,21139_cd619b26,0.999998
23406_1d36b046,22210_649a5363,1.0,21616_c6c3347a,0.999998,21140_8d150c65,0.999997,21610_5dcf1187,0.999996,21612_e2981dae,0.999996
23408_e5fd25ba,21793_4ad5e2c0,0.999989,23103_66470b7e,0.999984,20812_462bd352,0.999981,22210_649a5363,0.99998,23164_659c91ef,0.99998
23409_e27e3b8b,21706_adfb2ece,0.99999,22345_bc482c26,0.999987,20743_c8ea8159,0.999978,23505_161e8ec5,0.999973,22313_3a8b93dc,0.999966
23413_6702ec7f,22372_e91792a1,0.919966,23331_192866b6,0.919939,21503_34f299ca,0.919925,21837_b67d788c,0.919913,20628_e0551f7c,0.919867
23414_f7d4a688,23120_f7c9092f,0.919563,23380_abffc859,0.918451,21989_a0b5037d,0.915751,23026_e6f08109,0.915732,23379_636204a6,0.914604
23417_9a9e9937,22469_9d87f800,0.999974,21390_4d1e2d9c,0.999955,22617_a286f13c,0.999945,20788_d25efea2,0.999943,22448_1f21757a,0.999938
23419_ea47995f,22065_0d414124,0.998717,22211_b1ee53f0,0.99778,22028_776fbf0d,0.99758,21722_68aeba65,0.981191,22306_c3dca308,0.917754
23422_f214bd4d,20351_dc6e4e1e,0.913744,22483_f4e4b62a,0.912268,7778_3a9748b3,0.912084,22492_047b125b,0.904286,22079_31335df2,0.900167
23434_6635ed57,22577_cd96733e,0.999979,22826_199df203,0.99997,22066_308cdcfe,0.999962,20849_9821b6fe,0.999955,23214_0c411aa1,0.999954
23435_e1c96b4d,21353_4686c90c,0.999993,23339_87a4d11f,0.999965,23387_c4aa9424,0.999953,22589_2c8f7c0b,0.999945,22064_e1ba20dd,0.999939
23438_b1ef78f4,22080_594bcb66,0.939068,21497_9833a679,0.919961,22983_0ab3faaf,0.919924,22141_5db99710,0.919923,23178_eb4b4280,0.919921
23439_18900af2,23239_ba13cf5e,0.999999,20801_0796e2ee,0.999995,21690_5d1f3475,0.999994,23164_659c91ef,0.99999,22671_fdd1b1e6,0.99999
23440_5956321f,21848_0fff9631,0.999998,23164_659c91ef,0.999995,22671_fdd1b1e6,0.999995,20908_10574fbf,0.999991,23239_ba13cf5e,0.999989
23442_28996649,20705_ac2a0325,0.999999,23403_e539620b,0.999997,20672_0bc07cce,0.999997,22142_7891a26a,0.999997,23006_92c5b990,0.999996
23451_14c8d09e,22612_28fe0ac2,0.99998,20505_017d4cc4,0.999892,21816_3891a442,0.999545,21552_4e9c19b1,0.999315,22776_facf9bcf,0.999226
23466_1cf60d09,22228_1c82530b,0.998736,22474_b10fea1a,0.998427,23132_1847c4ef,0.99749,22082_39503fa6,0.996444,23176_1bf2a2d5,0.996001
23467_9f431540,21511_d07c59c2,0.919897,21352_c1101acb,0.919741,19596_fb9531a5,0.919631,21697_06656699,0.919623,22417_4a15d62e,0.919604
23468_a0bfb573,22706_58a933f4,0.999661,22414_14ead4a3,0.999555,23127_38d73061,0.999527,21828_21ab2114,0.999526,21386_e234c6b6,0.999474
23473_1dfa6e40,23121_cbdf3ebc,0.999974,23475_b14d1dc8,0.999642,20797_78b83489,0.999425,23035_6087bb57,0.999307,23480_3f7a8d50,0.999286
23475_b14d1dc8,23121_cbdf3ebc,0.999808,23480_3f7a8d50,0.999699,23473_1dfa6e40,0.999642,23045_a8c4e4bc,0.999631,20858_15bdad00,0.999474
23476_705b76d1,22826_199df203,0.919988,20329_414757bb,0.919984,20322_daa5c577,0.919977,20676_9715ec9c,0.919965,23434_6635ed57,0.919945
23480_3f7a8d50,23045_a8c4e4bc,0.999813,23475_b14d1dc8,0.999699,23252_ef165bed,0.99964,23121_cbdf3ebc,0.999475,23473_1dfa6e40,0.999286
23493_57512264,22980_3cb3bcc8,0.999923,23041_8d3ea25c,0.998797,23451_14c8d09e,0.998766,21552_4e9c19b1,0.998625,21816_3891a442,0.998596
23495_6366269c,23251_3eb3d2e6,0.999778,22910_97f0cc18,0.99717,20765_99d0665e,0.995475,23053_139f2009,0.994759,22081_ab3124af,0.993815
23501_6c48b3c1,23036_7f9d143f,0.919919,23035_6087bb57,0.919757,23473_1dfa6e40,0.919755,20431_27e7f151,0.919673,21358_a69a36f3,0.919638
23502_5a80f907,21539_cfe1f7fd,0.970855,21035_d308c5c4,0.919903,21091_bbf490e7,0.919322,21719_d60b8a4a,0.919212,21531_79015e13,0.919202
23505_161e8ec5,22345_bc482c26,0.999988,22313_3a8b93dc,0.999985,22066_308cdcfe,0.999979,23409_e27e3b8b,0.999973,20849_9821b6fe,0.999968
23511_8651ac1f,20737_5249e274,0.965786,23310_7daded69,0.962415,20799_213bf924,0.961062,21204_96d26a7f,0.945452,21924_bbd9f7a9,0.942403
7778_3a9748b3,23422_f214bd4d,0.912084,22492_047b125b,0.911863,21741_c6faf98e,0.91129,23204_ff1672a9,0.907063,22483_f4e4b62a,0.907048
7780_6c885e81,23127_38d73061,0.919859,22706_58a933f4,0.91985,22259_613f9d44,0.919815,23468_a0bfb573,0.919814,21386_e234c6b6,0.919743
